,Unnamed: 0,deprecated,reference_mass_ratio,reference_chi_eff,reference_chi1_perp,reference_chi2_perp,reference_eccentricity,reference_eccentricity_bound,reference_time,reference_dimensionless_spin1_x,reference_dimensionless_spin1_y,reference_dimensionless_spin1_z,reference_dimensionless_spin1_mag,reference_dimensionless_spin1,reference_dimensionless_spin2_x,reference_dimensionless_spin2_y,reference_dimensionless_spin2_z,reference_dimensionless_spin2_mag,reference_dimensionless_spin2,reference_mean_anomaly,reference_orbital_frequency_x,reference_orbital_frequency_y,reference_orbital_frequency_z,reference_orbital_frequency_mag,reference_orbital_frequency,reference_separation,reference_position1,reference_position2,reference_mass1,reference_mass2,reference_chi1_mag,reference_chi2_mag,relaxation_time,common_horizon_time,remnant_mass,remnant_dimensionless_spin_x,remnant_dimensionless_spin_y,remnant_dimensionless_spin_z,remnant_dimensionless_spin_mag,remnant_dimensionless_spin,remnant_velocity_x,remnant_velocity_y,remnant_velocity_z,remnant_velocity_mag,remnant_velocity,EOS,disk_mass,ejecta_mass,object_types,initial_data_type,initial_separation,initial_orbital_frequency,initial_adot,initial_ADM_energy,initial_ADM_linear_momentum_x,initial_ADM_linear_momentum_y,initial_ADM_linear_momentum_z,initial_ADM_linear_momentum_mag,initial_ADM_linear_momentum,initial_ADM_angular_momentum_x,initial_ADM_angular_momentum_y,initial_ADM_angular_momentum_z,initial_ADM_angular_momentum_mag,initial_ADM_angular_momentum,initial_mass1,initial_mass2,initial_mass_ratio,initial_dimensionless_spin1_x,initial_dimensionless_spin1_y,initial_dimensionless_spin1_z,initial_dimensionless_spin1_mag,initial_dimensionless_spin1,initial_dimensionless_spin2_x,initial_dimensionless_spin2_y,initial_dimensionless_spin2_z,initial_dimensionless_spin2_mag,initial_dimensionless_spin2,initial_position1,initial_position2,number_of_orbits,number_of_orbits_from_start,number_of_orbits_from_reference_time,DOI_versions,keywords,date_link_earliest,date_run_earliest,date_run_latest,date_postprocessing,gw_eccentricity_ref_time,gw_eccentricity_ecc,gw_eccentricity_mean_anomaly,gw_eccentricity_omega_gw_average
10,SXS:BBH:3710,False,1.0517023846940292,0.2743281062155868,0.6342660113884215,0.8941303128650896,0.1389874214606473,0.1389874214606473,540.0,0.273490085964687,0.5690586963688263,0.178888463121657,0.6562207778423268,"[0.27349008596468705, 0.5690586963688263, 0.178888463121657]",-0.1641166174199526,-0.881249180681361,0.3805098368808745,0.9738183190554832,"[-0.1641166174199526, -0.881249180681361, 0.3805098368808745]",1.5719097182783202,-0.0008244202219036,2.3893701021021376e-05,0.0203183178128362,0.0203350504881264,"[-0.000824420221903622, 2.3893701021021376e-05, 0.020318317812836228]",13.46419374265244,[-5.68590391 -3.26541464 -0.23925417],[5.97855488 3.44340927 0.22614445],0.5126944134155803,0.4874900170210586,0.6562207778423268,0.9738183190554832,540.0,3679.032870217826,0.9418949600755476,-0.0170716148443455,-0.0278175966796153,0.7612560779244903,0.7619554284178315,"[-0.01707161484434556, -0.027817596679615374, 0.7612560779244903]",2.541480672596832e-05,-0.0010017676339035,0.0052337594994582,0.0053288294026838,"[2.5414806725968316e-05, -0.0010017676339035997, 0.005233759499458285]",,,,BHBH,BBH_SKS,12.6978759765625,0.02,-9.62011534526e-05,0.9923461625827688,2.8965435e-09,7.008633e-09,4.6187966e-09,8.879424689035479e-09,"[2.8965435e-09, 7.008633e-09, 4.6187966e-09]",-0.0166663535297154,-0.0555907618736243,1.1920224750960573,1.1934344059393454,"[-0.0166663535297154, -0.0555907618736243, 1.1920224750960573]",0.5126705653996624,0.4873294341863373,1.0520000013043245,0.5590000002650297,0.2960000000509652,0.1750000000512126,0.6562941416349829,"[0.5590000002650297, 0.2960000000509652, 0.1750000000512126]",-0.6869999990197414,-0.5939999992167302,0.3530000021538236,0.9743787760636002,"[-0.6869999990197414, -0.5939999992167302, 0.3530000021538236]",[ 6.19561103e+00 -5.93675733e-04  4.11465667e-02],[-6.50226495e+00 -5.93675733e-04  4.11465667e-02],15.764683543719384,15.764683543719384,14.18367125447988,"['', 'v2.0', 'v3.0']",[],2022-01-11 18:04:32,2022-01-18 18:19:14,2022-03-11 20:01:22,2025-01-28 18:14:59.376362,-2577.908919095867,0.09652548928776206,3.141592653589953,0.0393991261427038
11,SXS:BBH:3711,False,1.372304557213066,0.2073265194868384,0.7204865196305492,0.1349266359114924,0.1200535285072285,0.1200535285072285,1257.5,0.1051210547604103,-0.5780563598893103,0.7443175311793662,0.948265879689535,"[0.10512105476041035, -0.5780563598893103, 0.7443175311793662]",-0.0458245658915595,-0.0484400389268534,-0.3731392916771799,0.3790504705230327,"[-0.04582456589155953, -0.04844003892685343, -0.3731392916771799]",5.7670387440332505,-0.0055860850754184,0.0029886554366372,0.0223607912874887,0.0232409422096305,"[-0.005586085075418496, 0.00298865543663726, 0.0223607912874887]",12.396190675727809,[ 0.68676021 -5.07699181  0.87058241],[-0.9598493   7.04033666 -1.16032159],0.5785421568026539,0.4215843733533769,0.948265879689535,0.3790504705230327,1257.5,3628.297072186231,0.9402698021966232,-0.1258878810852784,-0.0434889208048006,0.7836530237702788,0.7948906254958656,"[-0.12588788108527843, -0.04348892080480066, 0.7836530237702788]",0.0005737427766481,0.0010709644904513,-0.0062424786499081,0.0063596136209775,"[0.0005737427766481516, 0.0010709644904513484, -0.006242478649908158]",,,,BHBH,BBH_SKS,12.6985473632812,0.02,-9.414623708e-05,0.9924185062714496,-1.73808e-10,2.5180569e-09,4.205761e-10,2.558848183928234e-09,"[-1.73808e-10, 2.5180569e-09, 4.205761e-10]",-0.2153251590872997,-0.0760412078767713,1.1748315140123349,1.196819232694664,"[-0.2153251590872997, -0.0760412078767713, 1.1748315140123349]",0.5784148369671895,0.4215851588545972,1.371999997672314,-0.6650000740402037,-0.2800000306266439,0.6159999104050571,0.9487259906018366,"[-0.6650000740402037, -0.2800000306266439, 0.6159999104050571]",0.0469999996498529,0.0489999996997921,-0.3729999986159801,0.3791292641107871,"[0.0469999996498529, 0.0489999996997921, -0.3729999986159801]",[ 5.32607661  0.01559089 -0.02595978],[-7.37247075  0.01559089 -0.02595978],15.697243099498335,15.697243099498335,11.928558706397103,"['', 'v2.0', 'v3.0']",[],2022-02-12 00:50:09,2022-02-25 12:46:30,2022-03-27 10:51:35,2025-01-28 18:16:39.213951,-2555.006191526583,0.07815133915752881,3.141592653591033,0.03993608882953481
12,SXS:BBH:3712,False,1.251934976874296,0.3045035096246496,0.3316771912946964,0.3559032457057998,0.0729492512891657,0.0729492512891657,487.0,0.1601048821355417,-0.2901582397342958,-0.0357642701615378,0.3333233571016713,"[0.16010488213554178, -0.29015823973429583, -0.035764270161537846]",-0.0460801460412948,0.343070238239257,0.731836656422993,0.8095711580269603,"[-0.04608014604129484, 0.34307023823925703, 0.731836656422993]",1.491689071344835,-0.0002087950302054,-0.0003094008920959,0.0210811814340912,0.0210844856454631,"[-0.000208795030205426, -0.0003094008920959295, 0.02108118143409128]",13.081723021257666,[-5.81739069 -0.09183645 -0.07384334],[7.26124391 0.15925416 0.05937697],0.5559767897890482,0.444093982562221,0.3333233571016713,0.8095711580269603,487.0,3174.5537341102886,0.9440223042912244,0.026943010000606,-0.0256713813956184,0.753760999950474,0.7546791309271712,"[0.02694301000060609, -0.025671381395618423, 0.753760999950474]",-0.0005817260512149,0.0002811792165125,0.0005058144190528,0.0008205578449947,"[-0.0005817260512149147, 0.0002811792165125321, 0.0005058144190528421]",,,,BHBH,BBH_SKS,12.6753540039062,0.02,-9.39747599536e-05,0.9919247759755984,2.221122e-10,-6.5162454e-09,-1.2702335e-09,6.6426110142723434e-09,"[2.221122e-10, -6.5162454e-09, -1.2702335e-09]",0.032114406213269,-0.0359316683772015,1.1634369405168583,1.1644345986091396,"[0.032114406213269, -0.0359316683772015, 1.1634369405168583]",0.555950277853834,0.444049733536044,1.252000025823024,-0.0159999962939797,-0.3310000180498325,-0.0359999994756822,0.3333361843434431,"[-0.0159999962939797, -0.3310000180498325, -0.0359999994756822]",0.188000043080512,0.2910000617967031,0.7319999441677086,0.8098450286477579,"[0.188000043080512, 0.2910000617967031, 0.7319999441677086]",[ 5.65287099  0.00626327 -0.00629906],[-7.02248302e+00  6.26327099e-03 -6.29905804e-03],14.486951176562489,14.486951176562489,12.985904722580855,"['', 'v2.0', 'v3.0']",[],2022-01-11 18:04:32,2022-01-18 18:12:45,2022-01-24 20:04:12,2025-01-28 18:15:49.752618,-2151.0440743392865,0.04714587143170945,3.1415926535894414,0.04271377694878087
13,SXS:BBH:3713,False,1.991960128212151,0.4749521213436917,0.8301026027073715,0.3277777081697166,0.0730450469647703,0.0730450469647703,1444.0,0.5991516472178849,-0.3484148908049091,0.5942871792347899,0.912991174054462,"[0.5991516472178849, -0.3484148908049091, 0.5942871792347899]",-0.5367129189011546,-0.1204538173689693,0.49558098670888,0.7403853009220952,"[-0.5367129189011546, -0.1204538173689693, 0.49558098670888]",1.629411560473045,-0.0075491767143231,-0.0024886347793073,0.0197963640927487,0.0213325901714145,"[-0.0075491767143231825, -0.0024886347793073357, 0.019796364092748785]",12.720848148910576,[-0.98232711 -4.01434985 -0.90416104],[1.93669255 8.08363895 1.72984138],0.6658075502229381,0.3342474283461296,0.912991174054462,0.7403853009220952,1444.0,3578.8010265355183,0.9395406167429882,-0.0663417961914776,-0.1812294434179973,0.8018444737681856,0.8247423265457443,"[-0.06634179619147762, -0.18122944341799732, 0.8018444737681856]",0.0004463411411925,0.0034986399442125,-0.0104030987260039,0.010984724164791,"[0.00044634114119259006, 0.0034986399442125467, -0.010403098726003928]",,,,BHBH,BBH_SKS,12.6282348632812,0.02,-8.26565084907e-05,0.9926501423475804,-3.1014035e-09,-1.17596468e-08,-8.256905e-10,1.2189740002656036e-08,"[-3.1014035e-09, -1.17596468e-08, -8.256905e-10]",-0.1275789807313193,-0.2722515510037454,1.166018069938227,1.2041575655913372,"[-0.1275789807313193, -0.2722515510037454, 1.166018069938227]",0.6657753942927689,0.334224609249729,1.99199991822059,-0.3109999819810612,-0.7559999390936875,0.4070001477854914,0.9131845470655378,"[-0.3109999819810612, -0.7559999390936875, 0.4070001477854914]",0.0950000012498762,0.4090000019784882,0.6100000121344563,0.7405444055962591,"[0.0950000012498762, 0.4090000019784882, 0.6100000121344563]",[ 4.22425764  0.02413627 -0.01462141],[-8.40397722  0.02413627 -0.01462141],16.711544434004686,16.711544434004686,12.014497147919474,"['', 'v2.0', 'v3.0']",[],2022-02-12 00:50:09,2022-02-25 12:07:12,2022-03-26 19:42:24,2025-01-28 18:15:05.037538,-2559.6366194900293,0.049492724057301984,3.1415926535864855,0.04246687294042317
14,SXS:BBH:3714,False,5.318890925828322,-0.0022168627873535,0.6234398208175378,0.0854710260670294,0.0569500923638669,0.0569500923638669,1198.0,0.5029422796779194,0.3804011504969635,-0.0199331278542425,0.6309146547458614,"[0.5029422796779194, 0.3804011504969635, -0.01993312785424252]",0.1286061755940941,-0.2608121544210878,0.4168513790572218,0.5082593831073028,"[0.12860617559409412, -0.2608121544210878, 0.4168513790572218]",1.4904439740211508,0.0031467750131369,-0.0084942060818766,0.0188386570248627,0.0209033185988517,"[0.0031467750131369153, -0.0084942060818766, 0.01883865702486273]",12.918695498900917,[-0.23613476 -1.86350193 -0.80347671],[1.21927687 9.92777455 4.27001018],0.8417318730859861,0.158253268364382,0.6309146547458614,0.5082593831073028,1198.0,4793.352885384182,0.98222464704122,0.3686770374225422,0.0092335771401193,0.4134733954705356,0.5540471691394147,"[0.36867703742254226, 0.009233577140119313, 0.4134733954705356]",0.0005551044838762,-0.0004560423151481,0.0016764579336494,0.0018239042695606,"[0.000555104483876285, -0.00045604231514810974, 0.001676457933649476]",,,,BHBH,BBH_SKS,12.6646728515625,0.02,-5.65746894688e-05,0.9956826146747734,7.83094998e-08,4.1958915e-09,8.3289738e-09,7.886288777978562e-08,"[7.83094998e-08, 4.1958915e-09, 8.3289738e-09]",0.4351808480202024,0.0364292044202598,0.5074518578875736,0.6694899890900728,"[0.4351808480202024, 0.0364292044202598, 0.5074518578875736]",0.8417470942616055,0.1582528876575519,5.318999904021258,0.6209999868982293,0.0559999983924389,-0.0959999987893703,0.6308668507023596,"[0.6209999868982293, 0.0559999983924389, -0.0959999987893703]",-0.2030000011198208,-0.0679999987838452,0.4609999986945512,0.5082853520274083,"[-0.2030000011198208, -0.0679999987838452, 0.4609999986945512]",[2.02029952 0.03031046 0.0171735 ],[-10.64437333   0.03031046   0.0171735 ],20.78670716806201,20.78670716806201,17.05514565170704,"['', 'v2.0', 'v3.0']",[],2022-01-11 18:04:32,2022-01-18 18:14:38,2022-02-17 20:39:30,2025-01-28 18:15:03.994439,-3720.3277052029375,0.04037030762586369,3.1415926535901235,0.040744652230529255
15,SXS:BBH:3715,False,2.2938210675323853,-0.1339266855580017,0.871042243690662,0.4443216643942906,0.0355716446738948,0.0355716446738948,1227.0,0.6399075262825048,-0.559482402194394,0.1981895136269681,0.8728008271478084,"[0.6399075262825048, -0.559482402194394, 0.1981895136269681]",-0.2496947596097535,-0.0187762654146686,-0.4830972928251381,0.5441351077209335,"[-0.24969475960975354, -0.018776265414668626, -0.48309729282513814]",0.0509245287313078,-0.0109782178362997,-0.0024861529600051,0.0216176212227083,0.0243726028714678,"[-0.010978217836299762, -0.002486152960005112, 0.02161762122270832]",11.897195509322929,[1.51084719 3.11278764 1.12204873],[-3.39176108 -7.08964644 -2.54101448],0.6963748122369952,0.3035872423066248,0.8728008271478084,0.5441351077209335,1227.0,2774.80205708272,0.9624243921389264,-0.1192461577183005,-0.2804654460044127,0.6023249031522147,0.6750376296847137,"[-0.11924615771830059, -0.2804654460044127, 0.6023249031522147]",-0.0010024246595839,-0.0010971688432589,0.0054845646239196,0.0056823484390444,"[-0.0010024246595839118, -0.001097168843258941, 0.005484564623919671]",,,,BHBH,BBH_SKS,12.7605590820312,0.02,-8.87698223912e-05,0.9930429588728245,-4.8238166e-09,3.8805361e-09,1.175401e-09,6.3015342992512365e-09,"[-4.8238166e-09, 3.8805361e-09, 1.175401e-09]",-0.1259392884896869,-0.359311057898929,0.8374582240854122,0.9199464211583348,"[-0.1259392884896869, -0.359311057898929, 0.8374582240854122]",0.6964177448537467,0.3035822800623822,2.2939999815227754,-0.3350000053634146,-0.8040000083922751,-0.0540000586677997,0.8726723459720677,"[-0.3350000053634146, -0.8040000083922751, -0.0540000586677997]",0.3949999950817196,0.1889999989527409,-0.3229999976121684,0.5441277370031373,"[0.3949999950817196, 0.1889999989527409, -0.3229999976121684]",[ 3.8806588   0.02694095 -0.02055807],[-8.87990028  0.02694095 -0.02055807],12.747841621959696,12.747841621959696,8.58799997037001,"['', 'v2.0', 'v3.0']",[],2022-02-12 00:50:09,2022-02-25 13:27:11,2022-03-14 02:23:56,2025-01-28 18:15:54.315597,-1742.9094355267173,0.019016641825926252,3.1415926535897927,0.04554958579954246
16,SXS:BBH:3716,False,4.85362395885568,0.2713484836182225,0.6704360778065585,0.5291386249625224,0.0472264425472997,0.0472264425472997,1205.5,0.6030478920880689,0.2243267591669548,0.3730213854591603,0.7437299301763266,"[0.6030478920880689, 0.22432675916695485, 0.37302138545916036]",-0.519099457399456,-0.0773648111071345,0.0721241754888232,0.5297654739221827,"[-0.519099457399456, -0.07736481110713458, 0.07212417548882324]",1.7584590779443978,0.0030679843868692,-0.0094316000658941,0.0199100209073045,0.0222435730162749,"[0.0030679843868692933, -0.00943160006589417, 0.019910020907304583]",12.439560384643755,[ 1.24893581 -1.39233936 -0.88092287],[-6.4009804   6.96406155  4.25639242],0.8292416895983347,0.1708500074640808,0.7437299301763266,0.5297654739221827,1205.5,4836.713763364916,0.973940618081632,0.3839321256462326,-0.0590287434912632,0.6391939034532985,0.747968659686525,"[0.3839321256462326, -0.05902874349126327, 0.6391939034532985]",0.0019949247827764,0.000268163575758,0.0018854317560886,0.0027579864936519,"[0.0019949247827764933, 0.000268163575758007, 0.001885431756088669]",,,,BHBH,BBH_SKS,12.61669921875,0.02,-5.62438740184e-05,0.9952732174507756,-2.4592097e-09,-3.81474648e-08,2.1820223e-09,3.8288875725640086e-08,"[-2.4592097e-09, -3.81474648e-08, 2.1820223e-09]",0.4721206679519293,-0.1026416315441345,0.7812377266618731,0.918567153338954,"[0.4721206679519293, -0.1026416315441345, 0.7812377266618731]",0.8291766347850997,0.1708233683975417,4.854000026831413,0.6710000047394855,-0.1640000006033307,0.2760000063112453,0.7438501260617555,"[0.6710000047394855, -0.1640000006033307, 0.2760000063112453]",0.3539999946863873,0.3449999976140165,0.1909999971027788,0.5299264038382077,"[0.3539999946863873, 0.3449999976140165, 0.1909999971027788]",[2.15908963 0.03058994 0.01597679],[-10.45760958   0.03058994   0.01597679],22.173058629107803,22.173058629107803,18.318466801538044,"['', 'v2.0', 'v3.0']",[],2022-01-11 18:04:32,2022-01-18 18:17:48,2022-02-16 02:37:34,2025-01-28 18:15:13.429556,-3417.611894105371,0.0292067370647473,3.14159265358785,0.04332082845033369
17,SXS:BBH:3717,False,2.3979909459492386,0.4558629089119159,0.7416927247766966,0.6796568921994173,0.0957698063507361,0.0957698063507361,1218.5,-0.5998371747506837,0.090327767679078,0.6548430714512786,0.8926271282313306,"[-0.5998371747506837, 0.09032776767907807, 0.6548430714512786]",-0.1351911378207418,0.7142993914222017,0.2482201250069368,0.7681884500497608,"[-0.1351911378207418, 0.7142993914222017, 0.2482201250069368]",2.113290769126348,0.0053295561986466,0.0048642981914312,0.0211851817993689,0.0223802925370069,"[0.005329556198646685, 0.004864298191431224, 0.021185181799368943]",12.586506369718547,[-2.15544445 -2.78640741  1.20547265],[ 5.1761601   6.62743366 -2.8004372 ],0.7057701419901191,0.2943172672033345,0.8926271282313306,0.7681884500497608,1218.5,4381.292640097681,0.9429537147414012,-0.0578199412880914,0.1868468405006134,0.8223439375587888,0.845283644142789,"[-0.05781994128809146, 0.18684684050061345, 0.8223439375587888]",0.000598450368077,-0.0005553115035903,-0.0060196543322555,0.0060747635335801,"[0.0005984503680770131, -0.0005553115035903021, -0.006019654332255578]",,,,BHBH,BBH_SKS,12.6245727539062,0.02,-7.72952672645e-05,0.9933936824778054,5.1840768e-09,1.80000022e-08,-7.928506e-10,1.8748422428093078e-08,"[5.1840768e-09, 1.80000022e-08, -7.928506e-10]",-0.0915974532385843,0.2819808101120387,1.168409019821098,1.2054388861781984,"[-0.0915974532385843, 0.2819808101120387, 1.1684090198210981]",0.7057092318355251,0.2942907554756778,2.39800000069608,-0.3170000005013799,0.6030000131762349,0.577000002548856,0.8927636972624917,"[-0.3170000005013799, 0.6030000131762349, 0.577000002548856]",0.7529999914170322,-0.0479999992299423,0.1459999952899662,0.7685239004902809,"[0.7529999914170322, -0.0479999992299423, 0.1459999952899662]",[ 3.70853808  0.02825178 -0.02265026],[-8.91603468  0.02825178 -0.02265026],19.432404354062943,19.432404354062943,15.795612212726708,"['', 'v2.0', 'v3.0']",[],2022-02-12 00:50:09,2022-02-25 17:39:38,2022-04-12 18:41:54,2025-01-28 18:14:14.807217,-3336.6637181518126,0.07096717699020148,3.1415926535897927,0.03926796318230146
18,SXS:BBH:3718,False,1.1877686445632007,0.2456119608446184,0.2594369328304647,0.8905600528963843,0.1239691800104116,0.1239691800104116,507.0,-0.2381012471125267,-0.0609774672055769,0.3634156128153418,0.4387269800471566,"[-0.23810124711252673, -0.06097746720557695, 0.3634156128153418]",0.633342146356874,0.6242336189107796,0.1265788943226292,0.8982271994425017,"[0.633342146356874, 0.6242336189107796, 0.1265788943226292]",1.3564463282004464,0.0010707638918706,-0.0013831047366246,0.0204842178912311,0.020558762040552,"[0.001070763891870664, -0.0013831047366246586, 0.020484217891231157]",13.402009170102604,[-5.90395202  1.52829259  0.41762308],[ 7.04331842 -1.81351252 -0.48480514],0.5429909983954424,0.4571521574347723,0.4387269800471566,0.8982271994425017,507.0,3749.403919303042,0.9427093285740292,0.0796035064319696,0.0058796931151854,0.7661413552663366,0.7702881702822214,"[0.07960350643196969, 0.0058796931151854775, 0.7661413552663366]",0.0005852404601481,-0.0002123512586007,-0.0006732535848374,0.0009169895543135,"[0.0005852404601481378, -0.00021235125860074534, -0.0006732535848374167]",,,,BHBH,BBH_SKS,12.6973266601562,0.02,-9.56484771499e-05,0.9923503627433908,-1.85400623e-08,-2.23841216e-08,-1.6175773e-09,2.911012480586339e-08,"[-1.85400623e-08, -2.23841216e-08, -1.6175773e-09]",0.1175029015760599,0.0284872906561641,1.1833254894534169,1.1894863057630762,"[0.1175029015760599, 0.0284872906561641, 1.1833254894534169]",0.5429616071491702,0.457038403118351,1.1879999655271185,-0.2360000064817268,0.0770000012330609,0.3620000038022465,0.4389407773288931,"[-0.2360000064817268, 0.0770000012330609, 0.3620000038022465]",0.886000002014109,0.1170000026838338,0.0949999705354227,0.8987268765307675,"[0.886000002014109, 0.1170000026838338, 0.0949999705354227]",[ 5.79783965e+00  3.09933749e-03 -3.34725258e-02],[-6.89948701e+00  3.09933749e-03 -3.34725258e-02],15.95092172024507,15.95092172024507,14.49335384711153,"['', 'v2.0', 'v3.0']",[],2022-01-11 18:04:32,2022-01-18 18:24:21,2022-02-06 00:45:35,2025-01-28 18:13:51.087862,-2665.013489406849,0.0868734147900625,3.1415926535901235,0.03905357019099043
19,SXS:BBH:3722,False,3.817251264183365,0.3335513434342345,0.898127616865022,0.7176134579374158,0.1521582408971445,0.1521582408971445,342.5,0.8546314259641352,0.0348351586727527,0.421775183860598,0.953678493123279,"[0.8546314259641352, 0.03483515867275278, 0.421775183860598]",0.5204683331445294,-0.5863920332872223,0.2156843192385181,0.8131805630205082,"[0.5204683331445294, -0.5863920332872223, 0.21568431923851814]",0.116917351082578,-0.0022335480385901,-0.0124076301426516,0.0309961734184892,0.0334619304462038,"[-0.0022335480385901425, -0.012407630142651636, 0.030996173418489217]",9.586378460726795,[-1.35531807 -1.31553795 -0.6501999 ],[5.09339606 5.09709924 2.381437  ],0.7926022457645311,0.2076369070072453,0.953678493123279,0.8131805630205082,342.5,1471.30754463701,0.9603270685968716,0.436825901091334,-0.1821180496123086,0.6999271089862129,0.8449152677947329,"[0.436825901091334, -0.18211804961230865, 0.6999271089862129]",0.0028766136871857,-0.0026738618761485,0.0055785077402644,0.0068223304116859,"[0.002876613687185707, -0.0026738618761485322, 0.00557850774026441]",,,,BHBH,BBH_SKS,9.407,0.03,-0.000198,0.993239735052653,7.9609465e-09,5.0432421e-09,3.9775058e-09,1.0228954611499082e-08,"[7.9609465e-09, 5.0432421e-09, 3.9775058e-09]",0.5037166261156991,-0.2145529574370644,0.848588058314419,1.0098837080001883,"[0.5037166261156991, -0.2145529574370644, 0.848588058314419]",0.7924019347127589,0.2075980817550585,3.8170002729008874,0.829999985425508,-0.3029999899902389,0.3600000282104067,0.9541011424644256,"[0.829999985425508, -0.3029999899902389, 0.3600000282104067]",-0.4089999781382996,-0.6819999880207568,0.1710000060850046,0.813416232846698,"[-0.4089999781382996, -0.6819999880207568, 0.1710000060850046]",[1.9552601  0.03570087 0.03343758],[-7.4517399   0.03570087  0.03343758],9.975051955087094,9.975051955087094,8.350220244778168,"['', 'v2.0', 'v3.0']",[],2022-01-15 21:49:17,2022-03-04 17:23:06,2022-07-16 03:33:22,2025-01-28 18:15:26.418029,,,,
20,SXS:BBH:3725,False,1.8051363376120235,-0.1766508958526219,0.9601212596456744,0.2909713538147238,0.1480840907243372,0.1480840907243372,337.0,0.9255419370992612,-0.240595194626456,0.1468296383028181,0.9675085879158548,"[0.9255419370992612, -0.24059519462645607, 0.1468296383028181]",-0.0225113364030921,0.469428431061492,-0.6076427804954977,0.7681793806421823,"[-0.0225113364030921, 0.469428431061492, -0.6076427804954977]",1.29677638480658,-0.0032537753753572,-0.0096073002213808,0.0322223590931474,0.0337811737105856,"[-0.0032537753753572505, -0.009607300221380864, 0.032222359093147405]",9.748605635708223,[-3.37558766 -0.59263788 -0.55867945],[6.1059767  1.13087261 0.91263316],0.6436461442793456,0.356563729214388,0.9675085879158548,0.7681793806421823,337.0,1004.746568448705,0.9575591461941876,0.1957165796502209,-0.2094008709853089,0.6626158477044934,0.7219511520515302,"[0.19571657965022096, -0.2094008709853089, 0.6626158477044934]",-0.0022127915135809,0.000670901395582,-0.0049324168773016,0.0054475032094216,"[-0.0022127915135809867, 0.0006709013955820047, -0.0049324168773016]",,,,BHBH,BBH_SKS,9.597,0.03,-0.00031,0.9911517779286808,6.7504741e-09,-7.353396e-09,4.4701263e-09,1.0937246566002733e-08,"[6.7504741e-09, -7.353396e-09, 4.4701263e-09]",0.2988841434189063,-0.2785319522879724,0.8471574973682716,0.9405251750909572,"[0.2988841434189063, -0.2785319522879724, 0.8471574973682716]",0.6434938412096839,0.3565062434204686,1.8050002014992428,0.6129999750023893,-0.7469999661080677,0.0590000204036457,0.9681213359522736,"[0.6129999750023893, -0.7469999661080677, 0.0590000204036457]",0.3379999914572652,0.3039999961182634,-0.6199999940609813,0.768804256297162,"[0.3379999914572652, 0.3039999961182634, -0.6199999940609813]",[3.41918039 0.02489332 0.01744607],[-6.17781961  0.02489332  0.01744607],6.34307712787273,6.34307712787273,4.815552471872282,"['', 'v2.0', 'v3.0']",[],2022-01-15 21:49:17,2022-06-07 17:16:50,2022-07-04 18:04:03,2025-01-28 18:16:06.877004,,,,
21,SXS:BBH:3726,False,1.228915795902446,0.2937017168819954,0.8563209289652648,0.3719535516182085,0.2702887918406405,0.2702887918406405,364.5,-0.7421380314831754,-0.4340325216098282,-0.0553102533094525,0.861517447130274,"[-0.7421380314831754, -0.43403252160982825, -0.05531025330945253]",-0.0404395285168072,-0.1912931885330574,0.8331692272624259,0.8558033656762946,"[-0.040439528516807224, -0.19129318853305746, 0.8331692272624259]",3.3276450005601745,-0.0024271458694614,0.0071979649328779,0.0316002078230045,0.0325003826239578,"[-0.0024271458694614667, 0.007197964932877992, 0.031600207823004565]",9.97032302554027,[-4.24240573 -1.49348227  0.0420244 ],[ 5.14095349e+00  1.87663760e+00 -4.91272970e-03],0.5514553660319329,0.4487332393892581,0.861517447130274,0.8558033656762946,364.5,1379.4658588163918,0.9375493093553056,-0.2304874898789311,0.0225011332905486,0.7470886582398963,0.782158709764673,"[-0.23048748987893117, 0.022501133290548606, 0.7470886582398963]",-0.0018308711964946,0.0009915306720873,0.0073294814578577,0.0076194829780586,"[-0.001830871196494638, 0.000991530672087305, 0.007329481457857794]",,,,BHBH,BBH_SKS,9.462,0.03,-0.000289,0.9905722247573332,-3.86638787e-08,-3.8823479e-08,-7.78173e-11,5.47920075679285e-08,"[-3.86638787e-08, -3.8823479e-08, -7.78173e-11]",-0.315268326520386,0.0440983611469425,1.0766292857351114,1.1227062848605185,"[-0.315268326520386, 0.0440983611469425, 1.0766292857351114]",0.5513683147883266,0.4486316839681646,1.2289999447017486,-0.8370000370417915,0.1640000083007939,-0.1250000326284084,0.8620267239985799,"[-0.8370000370417915, 0.1640000083007939, -0.1250000326284084]",-0.2859999862359452,-0.0889999964485947,0.8019999733770338,0.8561080240200845,"[-0.2859999862359452, -0.0889999964485947, 0.8019999733770338]",[ 4.27980171  0.01013745 -0.02238092],[-5.18219829  0.01013745 -0.02238092],8.439590487882814,8.439590487882814,6.888811935535543,"['', 'v2.0', 'v3.0']",[],2021-07-21 19:36:21,2022-01-11 18:34:14,2022-02-08 03:23:22,2025-01-28 18:14:53.938003,,,,
